condition,image_variant,text_variant,group_index,colorless_caption_id,structure_id,template_id,is_canonical,regime,pattern_id,motif,orientation,composition,symmetry,raw_query_count,structural_hit_at_1,structural_hit_at_5,structural_fractional_recall_at_5,structural_mrr,structural_ndcg_at_10,best_relevant_margin
grayscale_image_full_caption,grayscale,full_caption,33,SCAP-DBE3E9729199A70D-TPL_04,STR-DBE3E9729199A70D,TPL_04,false,heldout_pattern,chevrons_diagonal,chevrones,diagonal,bandas,repetitiva,7,0.000000000000,0.000000000000,0.000000000000,0.043856815453,0.000000000000,-0.041103833488
grayscale_image_full_caption,grayscale,full_caption,34,SCAP-DBE3E9729199A70D-TPL_05,STR-DBE3E9729199A70D,TPL_05,false,heldout_pattern,chevrons_diagonal,chevrones,diagonal,bandas,repetitiva,7,0.285714285714,0.857142857143,0.122448979592,0.541666666667,0.217272301322,-0.005185851029
grayscale_image_full_caption,grayscale,full_caption,35,SCAP-74979A46916B9B50-TPL_01,STR-74979A46916B9B50,TPL_01,true,heldout_pattern,circles_concentric,círculos concéntricos,radial,central,radial,7,1.000000000000,1.000000000000,0.693877551021,1.000000000000,0.969614718176,0.036264345050
grayscale_image_full_caption,grayscale,full_caption,36,SCAP-74979A46916B9B50-TPL_02,STR-74979A46916B9B50,TPL_02,false,heldout_pattern,circles_concentric,círculos concéntricos,radial,central,radial,7,0.857142857143,1.000000000000,0.591836734694,0.928571428571,0.878828849836,0.016046713505
grayscale_image_full_caption,grayscale,full_caption,37,SCAP-74979A46916B9B50-TPL_03,STR-74979A46916B9B50,TPL_03,false,heldout_pattern,circles_concentric,círculos concéntricos,radial,central,radial,7,1.000000000000,1.000000000000,0.653061224490,1.000000000000,0.960957104375,0.027438029647
grayscale_image_full_caption,grayscale,full_caption,38,SCAP-74979A46916B9B50-TPL_04,STR-74979A46916B9B50,TPL_04,false,heldout_pattern,circles_concentric,círculos concéntricos,radial,central,radial,7,0.428571428571,1.000000000000,0.204081632653,0.647619047619,0.357319169517,-0.002296520131
grayscale_image_full_caption,grayscale,full_caption,39,SCAP-74979A46916B9B50-TPL_05,STR-74979A46916B9B50,TPL_05,false,heldout_pattern,circles_concentric,círculos concéntricos,radial,central,radial,7,1.000000000000,1.000000000000,0.571428571429,1.000000000000,0.913705708064,0.018113860062
original_image_caption_without_color,original,caption_without_color,0,SCAP-A3FE31524DCA0243-TPL_01,STR-A3FE31524DCA0243,TPL_01,true,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,1,0.000000000000,0.000000000000,0.000000000000,0.142857142857,0.178339272799,-0.008577540517
original_image_caption_without_color,original,caption_without_color,1,SCAP-A3FE31524DCA0243-TPL_02,STR-A3FE31524DCA0243,TPL_02,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,1,0.000000000000,0.000000000000,0.000000000000,0.047619047619,0.000000000000,-0.062132731080
original_image_caption_without_color,original,caption_without_color,2,SCAP-A3FE31524DCA0243-TPL_03,STR-A3FE31524DCA0243,TPL_03,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,1,0.000000000000,0.000000000000,0.000000000000,0.058823529412,0.000000000000,-0.035869970918
original_image_caption_without_color,original,caption_without_color,3,SCAP-A3FE31524DCA0243-TPL_04,STR-A3FE31524DCA0243,TPL_04,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,1,0.000000000000,0.000000000000,0.000000000000,0.142857142857,0.091625444305,-0.015536606312
